date,imdbId,title,originalTitle,medium,place,with,rewatch,note,VF,comment,year,runtime,country,directors,actors,genres,femaleDirector
2022-05-13,tt0091064,La Mouche,The Fly,Piratage,Paris,Julien,,****,,,1986,96,États-Unis,David Cronenberg,"Jeff Goldblum,Geena Davis,John Getz,Joy Boushel,Leslie Carlson,George Chuvalo,Michael Copeman,David Cronenberg,Carol Lazare,Shawn Hewitt,Typhoon","Horreur,Science-Fiction",
2022-05-15,tt0082361,Der Fan,Der Fan,Cinéma Club de l'Étoile,Paris,,,***,,Unknown Movies,1982,92,Allemagne,Eckhart Schmidt,"Désirée Nosbusch,Bodo Staiger,Simone Brahmann,Jonas Vischer,Helga Tölle,Klaus Münster,Wilfried Blasberg,Christian Simon,Joachim Fuchsberger,Thomas Fuchsberger,Sabine Kückelmann,Ian Moorse,Nikolai Hoffmann","Horreur,Drame",
2022-05-21,tt11138512,The Northman,The Northman,Cinéma Gaumont Parnasse,Paris,"Théo,Damien,Pauline",,****,,,2022,136,États-Unis,Robert Eggers,"Alexander Skarsgård,Nicole Kidman,Claes Bang,Ethan Hawke,Anya Taylor-Joy,Gustav Lindh,Elliott Rose,Willem Dafoe,Phill Martin,Eldar Skar,Olwen Fouéré,Edgar Abram,Jack Gassmann,Oscar Novak,Ingvar E. Sigurðsson,Jack Walsh,Björk,Ian Whyte,Katie Pattinson,Andrea O’Neill,Rebecca Ineson,Kate Dickie,Ísadóra Bjarkardóttir Barney,Kevin Horsham,Seamus O'Hara,Scott Sinclair,Tadhg Murphy,James Yates,Hafþór Júlíus Björnsson,Ian Gerard Whyte,Ralph Ineson,Murray McArthur,Nille Glæsel,Jonas Lorentzen,Magne Osnes,Ineta Sliuzaite,Finn Lafferty,Jon Campling,Helen Roche,Gareth Parker,Faoileann Cunningham,Mark Fitzgerald,Gavin Peden,Joel Hicks,Chris Finlayson,Eric Higgins,Matt Symonds,Luca Evans,James Harper-Jones,Thomas Harper-Jones,Sheila Fitton,Lily Bird","Action,Aventure,Fantastique,Thriller",
2022-05-22,tt14317880,Coupez !,Coupez !,Cinéma Gaumont Parnasse,Paris,"Théo,Damien,Pauline",,**,,,2022,111,France,Michel Hazanavicius,"Romain Duris,Bérénice Bejo,Grégory Gadebois,Finnegan Oldfield,Matilda Anna Ingrid Lutz,Raphaël Quenard,Luàna Bajrami,Sébastien Chassagne,Lyes Salem,Simone Hazanavicius,Agnès Hurstel,Charlie Dupont,Raïka Hazanavicius,Jean-Pascal Zadi,Lionel Cecilio,Marie Petiot,Léa Millet,Yvon Martin,Yumi Narita,Donguri","Comédie,Horreur",
2022-05-22,tt2866360,Coherence,Coherence,Piratage,Paris,,,****,,,2013,89,États-Unis,James Ward Byrkit,"Emily Baldoni,Maury Sterling,Nicholas Brendon,Lorene Scafaria,Elizabeth Gracen,Hugo Armstrong,Alex Manugian,Lauren Maher,Kelly Donovan,Aqueela Zoll,Mark Ballou,Alexis Boozer Sterling","Thriller,Science-Fiction",
2022-05-24,tt0092099,Top Gun,Top Gun,Piratage,Paris,,,**,,,1986,109,États-Unis,Tony Scott,"Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Meg Ryan,Whip Hubley,Adrian Pasdar,James Tolkan,Clarence Gilyard Jr.,Randall Brady,Duke Stroud,Brian Sheehan,Ron Clark,Frank Pesce,Pete Pettigrew,Troy Hunter,Linda Rae Jurgens,T.J. Cassidy","Action,Drame,Aventure",
2022-05-25,tt3513500,"Tic et Tac, les Rangers du Risque : le film",Chip 'n Dale: Rescue Rangers,Piratage,Paris,,,***,,,2022,97,États-Unis,Akiva Schaffer,"Andy Samberg,John Mulaney,KiKi Layne,Will Arnett,Eric Bana,Flula Borg,Dennis Haysbert,Keegan-Michael Key,Tress MacNeille,Tim Robinson,Seth Rogen,J.K. Simmons,Da'Vone McDonald,Akiva Schaffer,Rachel Bloom,Juliet Donenfeld,Liz Cackowski,Mason Blomberg,Corey Burton,Jim Cummings,Chris Parnell,Jeff Bennett,June Schaffer,Steven Curtis Chapman,Jorma Taccone,Alan Oppenheimer,Hazel Schaffer,Charles Fleischer,Heather Dragulescu,Sean Rohani,Jake Matthew Cohen,Jonathan Verweij,Kai Zen,Sophie Fatu,Rachel Samiri,Matt Cook,Greg Chun,Tad Stones,Krystal Alvarez,Scott Whyte,Nneoma Sampson,Jean Gilpin,Jovana Lara,Victor Turpin,James Joseph Pulido,James M. Black,Kenzo Lee,J. Anthony McCarthy,David Tennant,Paula Abdul,Dan Gregor,Paul Rudd,Cole Massie,Jessie Hendricks,Philena Franklin,Rawson Marshall Thurber,Matt Nolan,Tom Antonellis,Doug Mand,Julian Graham,Boo Radley,Anthony Molinari","Animation,Familial,Comédie,Aventure,Mystère",
2022-05-26,tt14549466,Les Crimes du futur,Crimes of the Future,Cinéma Gaumont Parnasse,Paris,Julien,,***,,,2022,107,Canada,David Cronenberg,"Viggo Mortensen,Léa Seydoux,Kristen Stewart,Don McKellar,Welket Bungué,Scott Speedman,Tanaya Beatty,Denise Capezza,Lihi Kornowski,Nadia Litz,Yorgos Pirpassopoulos,Yorgos Karamihos,Jason Bitter,Ephie Kantza","Science-Fiction,Horreur,Drame",
2022-05-26,tt1464335,Uncharted,Uncharted,Piratage,Paris,,,***,,,2022,116,États-Unis,Ruben Fleischer,"Tom Holland,Mark Wahlberg,Sophia Ali,Tati Gabrielle,Antonio Banderas,Steven Waddington,Rudy Pankow,Tiernan Jones,Pingi Moli,Jesús Evita,Georgia Goodman,Diarmaid Murtagh,Joseph Balderrama,Serena Posadino,Alana Boden,Jonathan Failla,Anthony Thomas,Peter Seaton-Clark,Robert Maaser,Eskindir Tesfay,Manuel de Blas,Carme Capdet,Julia Schunevitsch,Alois Knapps,Patricia Meeden,Nolan North,Matt Barkley,Pilou Asbæk,Jimmy Hart,Brett Praed,Carlo Kitzlinger,Rubén Doblas Gundersen","Action,Aventure",
2022-05-28,tt8695030,The Dead Don't Die,The Dead Don't Die,Netflix,Paris,,,**,,,2019,103,États-Unis,Jim Jarmusch,"Bill Murray,Adam Driver,Tilda Swinton,Chloë Sevigny,Steve Buscemi,Danny Glover,Caleb Landry Jones,Selena Gomez,Austin Butler,Luka Sabbat,Rosie Perez,Eszter Balint,Iggy Pop,Sara Driver,RZA,Carol Kane,Larry Fessenden,Rosal Colon,Sturgill Simpson,Jodie Markell,Charlotte Kemp Muhl,Maya Delmont,Taliyah Whitaker,Jahi Di'Allo Winston,Tom Waits,Kevin McCormick,Sid O'Connell,Norman Aaronson,Alyssa Maria App,Monica Ayres,Lorenzo Beronilla,Justin Clarke,Mick Coleman,Vin Craig,Joseph Anthony Davis,Kimberly Michelle Doherty,Austin Ferris,Brad Groux,Lexa Hayes,David Hilfstein,Ren Hsieh,Talha Khan,Michael Lanuto,Anastasia Veronica Lee,Branden Marlowe,Jonah Marshall,Julia Morrison,Deneane Niebergall,Oliver Patnode,Paul Pesco,Wayne Pyle,Willoughby Pyle,Thomas Racek,Jerry Schroader,Jude Selenis,Dorothea Swiac,Vinnie Velez,Sophia Menja Weinman,Willis Williams","Comédie,Horreur,Fantastique",
2022-05-29,tt0089686,La Revanche de Freddy,A Nightmare on Elm Street Part 2: Freddy's Revenge,Piratage,Paris,,,***,,,1985,87,États-Unis,Jack Sholder,"Robert Englund,Mark Patton,Kim Myers,Robert Rusler,Clu Gulager,Hope Lange,Marshall Bell,Melinda O. Fee,Tom McFadden,Sydney Walsh,Edward Blackoff,Christie Clark,Lyman Ward,Donna Bruce,Hart Sprager,Allison Barron,JoAnn Willette,Steve Eastin,Brian Wimmer,Robert Chaskin,Kerry Remsen,Kimberly Lynn,Steven Smith,Jonathan Hart,Tom Tangen,Robert Shaye",Horreur,
2022-06-02,tt2488496,Star Wars : Le Réveil de la Force,Star Wars: The Force Awakens,Disney+,Paris,Thibault,X,***,X,,2015,135,États-Unis,J.J. Abrams,"Harrison Ford,Mark Hamill,Carrie Fisher,Adam Driver,Daisy Ridley,John Boyega,Oscar Isaac,Lupita Nyong'o,Andy Serkis,Domhnall Gleeson,Anthony Daniels,Max von Sydow,Peter Mayhew,Gwendoline Christie,Joonas Suotamo,Pip Andersen,Simon Pegg,Kiran Shah,Sasha Frost,Pip Torrens,Andrew Jack,Rocky Marshall,Greg Grunberg,Emun Elliott,Brian Vernel,Yayan Ruhian,Sebastian Armesto,Maisie Richardson-Sellers,Warwick Davis,Cailey Fleming,Mark Stanley,Ken Leung,Iko Uwais,Anna Brewster,Harriet Walter,Tim Rose,Erik Bauersfeld,Mike Quinn,Bill Kipsang Rotich,Michael Giacchino,Nigel Godrich,Judah Friedlander,Victor McGuire,Miltos Yerolemou,Billie Lourd,Leanne Best,Crystal Clarke,Jeffery Kissoon,Claudia Sermbezis,Gerald W. Abrams,Jim McGrath,Philicia Saunders,Morgan Dameron,Jessica Henwick,Tosin Cole,James McArdle,Stefan Grube,Dixie Arnold,Hannah John-Kamen,Kate Fleetwood,Thomas Brodie-Sangster,Brian Herring,Dave Chapman,Jimmy Vee,Cecep Arif Rahman,Ian Whyte,Daniel Craig,Ewan McGregor,Frank Oz,Alec Guinness,Tom Kane,Catherine Taber,Matthew Wood,Samuel Witwer,Meredith Salenger,James Arnold Taylor,Michael Donovan,Devon Libran,Robert Stambler,Verona Blue,Fred Tatasciore,Patrick Correll,Karen Huie,Orly Schuchmacher,Ben Schwartz,Mark Dodson,Liang Yang,David Acord,Jamie B. Chambers,David M. Santana,Francesca Longrigg,D.C. Barns,Tom Edden,Richard Riddell,Jefferson Hall,Jack Laskey,Christina Chong,Daniel Adjei,Charlie Akin,Adrian Allan,Samantha Alleyne,Paul Biddiss,Hannah Blamires,Rony Bridges,Stuart Budd,Calvin Chen,Alan Chimes,Jamie Clay,Bern Collaço,David W. Collins,Cavin Cornwall,Rowan Cox,Nathalie Cuzner,Rimmel Daniel,Keith De'Winter,Adrian Derrick-Palmer,Michael Dickins,Nick Donald,Cameron Edwards,Mick Fryer-Kelsey,Jesse Michael Fullington,Gloria García,Salo Gardner,Caroline Garnell,Chris Geden,Clare Glass,Versha Grant,Steven James Griffiths,Gary Hailes,Tim Hammersley,Chris Hastings,Marina Hayter,Kelvin Hewlett,Matthew Hobbs,Phil Hodges,Leigh Holland,Kevin Hudson,Phoenix James,Zander James,Tobias James-Samuels,Paul Kasey,Aaron Kennedy,Aidan Knight,Sanj Krishnan,Lukas Landau,Andrei Lenart,Jorge Leon Martinez,Julia Leyland,Billy James Machin,Hamza Malik,Raymond Mamrak,Kelsey Edwards,Kenny-Lee Mbanefo,David McCarrison,Sandeep Mohan,Benjayx Murphy,Robert Strange,Charlie Nevett,Jason Nicholls,Terry Noble,David Norfolk,Tatsujiro Oto,Gillian Pittaway,Nathan Plant,Elroy Powell,Jay Rincon,Marc Rolfe,Julio Romeo,Mark Flynn Rutter,Arti Shah,Kat Sheridan,Stephanie Silva,Jasper Skinner,Sandy Kate Slade,Clem So,Benito Sovrano,Karol Steele,François Sternkiker,Frank Stone,Andy Sweet,Peter Theobalds,Pablo Verdejo,Ashley Ward,Paul Warren,Topo Wresniwiro,Joshua Ásberg,Bill Hader,Joe Cash","Aventure,Action,Science-Fiction,Fantastique",
2022-06-04,tt11700260,Compétition officielle,Competencia oficial,Cinéma Gaumont Convention,Paris,,,***,,,2021,114,Argentine,"Gastón Duprat,Mariano Cohn","Penélope Cruz,Antonio Banderas,Oscar Martínez,José Luis Gómez,Manolo Solo,Nagore Aranburu,Irene Escolar,Pilar Castro,Koldo Olabarri,Juan Grandinetti,Jean Dominikowski,Amanda Goldsmith,Mary Ruiz,María Guinea,Isabel García Lorca,Xana del Mar,Melina Matthews,Sue Flack,Lucía Arestegui,Pilar Bergés,Myriam Diego,Daniel Chamorro,Mónica Bardem,Ana Belén","Comédie,Drame",
2022-06-06,tt0402022,Æon Flux,Æon Flux,Piratage,Paris,,,**,,,2005,93,États-Unis,Karyn Kusama,"Charlize Theron,Marton Csokas,Jonny Lee Miller,Sophie Okonedo,Frances McDormand,Pete Postlethwaite,Amelia Warner,Caroline Chikezie,Paterson Joseph,Nikolai Kinski,Yangzom Brauen,Aoibheann O'Hara,Thomas Huber,Maverick Quek,Ralph Herforth,Megan Gay,Rainer Will,Ronald Marx,Axel Schreiber,Shaun Lawton,Betty Okino,Anatole Taubman,Lavinia Wilson,Khira Lilli Pobanz,William Morts,Phil Hay,Nils Dommning,Bojan Heyn,Marianne Sonneck,Joost Siedhoff,Narges Rashidi,Robin Gooch,Martha Fessehatzion,Milton Welsh,Mehmet Yilmaz,Natacza Boon,Lilja Loeffler,Michael Pink,Bruno Bruni Jr.","Science-Fiction,Action,Thriller",X
2022-06-06,tt0369610,Jurassic World,Jurassic World,Piratage,Paris,,X,**,,,2015,125,États-Unis,Colin Trevorrow,"Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Nick Robinson,Vincent D'Onofrio,BD Wong,Omar Sy,Jake Johnson,Irrfan Khan,Judy Greer,Lauren Lapkus,Brian Tee,Katie McGrath,Andy Buckley,Eric Edelstein,Courtney J. Clark,Colby Boothman,Jimmy Fallon,James DuMont,Matt Burke,Anna Talakkottur,Matthew Cardarople,Michael Papajohn,William Gary Smith,Kelly Washington,Isaac Keys,Patrick Crowley,Chad Randall,Gary Weeks,Bill Ogilvie,Allan Tam,Yvonne Angulo,Chloe Perrin,Timothy Eulich,Kevin Foster,Bonnie Wild,Brad Bird,Colin Trevorrow,Justin Lacalamita,Tiffany Forest,Arlene Newman,Tait Fletcher,Jimmy Buffett,Tim Connolly,Johnny Otto,Erika Erica,Brandon Marc Higa,Martin Klebba,Eddie J. Fernandez","Action,Aventure,Science-Fiction,Thriller",
2022-06-08,tt4881806,Jurassic World : Fallen Kingdom,Jurassic World: Fallen Kingdom,Piratage,Paris,,,***,,,2018,128,États-Unis,J. A. Bayona,"Chris Pratt,Bryce Dallas Howard,Rafe Spall,Toby Jones,Ted Levine,BD Wong,Jeff Goldblum,Justice Smith,Daniella Pineda,James Cromwell,Isabella Sermon,Geraldine Chaplin,Peter Jason,Robert Emms,Kevin Layne,John Schwab,Sam Redford,Charlie Rawes,Patrick Crowley,Alex Dower,Honey Holmes,Neil Bishop,Philippa Thomas,Ronan Summers,Cory Peterson,Jeremy Gilbert,Victor Gardener,Daryl Kwan,Eric Kofi Abrefa,Ben Peel,Mark Griffin,Paul Sockett,Doug Robson,Gil Kolirin,Nathan Florence,Bryan Phillips,Mitchell L. Johnson,Ian Copley-Johnson,Michael Papajohn,Daniel Stisen,Gary Weeks","Action,Aventure,Science-Fiction,Thriller",
2022-06-10,tt8041270,Jurassic World : Le Monde d’après,Jurassic World Dominion,Cinéma Gaumont Parnasse,Paris,Julien,,*,,,2022,146,États-Unis,Colin Trevorrow,"Chris Pratt,Bryce Dallas Howard,Laura Dern,Jeff Goldblum,Sam Neill,DeWanda Wise,Mamoudou Athie,Isabella Sermon,Campbell Scott,BD Wong,Omar Sy,Justice Smith,Daniella Pineda,Scott Haze,Dichen Lachman,Caleb Hearon,Kristoffer Polaha,Freya Parker,Alexander Owen,Joel Elferink,Elva Trill,Lillia Langley,Glynis Davies,Dimitri Vegas,Adam Kiani,Enzo Squillino Jr.,Bastian Antonio Fuentes,Bernardo Santos,Ross Donnelly,Manuela Mora,Teresa Cendon-Garcia,Metin Hassan,Cokey Falkow,Jasmine Chiu,Emilie Jumeaux,Eleanor Tata,Lynn Hunter,Cathleen Summers,Patrick Loungway,Michael Bendib,Ahir Shah","Aventure,Action,Science-Fiction",
2022-06-13,tt0237534,Le Pacte des loups,Le Pacte des loups,Cinéma Pathé Les Fauvettes,Paris,Théo,,****,,,2001,152,France,Christophe Gans,"Samuel Le Bihan,Vincent Cassel,Émilie Dequenne,Monica Bellucci,Jérémie Renier,Mark Dacascos,Jean Yanne,Jean-François Stévenin,Johan Leysen,Jacques Perrin,Bernard Farcy,Edith Scob,Hans Meyer,Virginie Darmon,Philippe Nahon,Nicky Naudé,Gaëlle Cohen,Charles Maquignon,Gaspard Ulliel,Pascal Laugier,Emanuel Booz","Aventure,Horreur,Action,Histoire",
2022-06-17,tt13145534,Incroyable mais vrai 2022,Incroyable mais vrai 2022,Cinéma Gaumont Convention,Paris,,,***,,,2022,74,France,Quentin Dupieux,"Alain Chabat,Léa Drucker,Anaïs Demoustier,Benoît Magimel,Lena Lapres,Roxane Arnal,Nagisa Morimoto,Mikaël Halimi,Grégoire Bonnet,Marie-Christine Orry,Stéphane Pezerat,Michel Hazanavicius,Hiro Uchiyama,Azuki Hagino,Mustapha Abourachid,Antonia Buresi,Vanessa Philippon",Comédie,
2022-06-18,tt0365748,Shaun of the Dead,Shaun of the Dead,Cinéma Club de l'Étoile,Paris,,X,*****,,Marathon trilogie Cornetto,2004,99,Royaume-Uni,Edgar Wright,"Simon Pegg,Nick Frost,Kate Ashfield,Lucy Davis,Dylan Moran,Penelope Wilton,Bill Nighy,Peter Serafinowicz,Jessica Hynes,Rafe Spall,Martin Freeman,Matt Lucas,Reece Shearsmith,Tamsin Greig,Julia Deakin,Steve Emerson,Nicola Cunningham,Arvind Doshi,Stuart Powell,Phyllis MacMahon,Patricia Franklin,Mark Donovan,Chris Martin,Jonny Buckland,Vernon Kay,Trisha Goddard,Jeremy Thompson,Carol Barnes,Krishnan Guru-Murthy,Rob Butler,Keir Mills,Matt Jaynes,Gavin Ferguson,Horton Jupiter,Tim Baggaley,Finola Geraghty,Sonnell Dadral,Samantha Day,David Park,Robert Fitch,Sharon Gavin,Patch Connolly,Christopher Harwood,Nick Ewans,Alex Lutes,Keith Chegwin,Lucy Akhurst,Joe Cornish,Garth Jennings,Paul Kaye,Lauren Laverne,Michael Smiley,Paul Putner,Antonia Campbell-Hughes,Rob Brydon,Julia Davis,Mark Gatiss,Robert Popper,David Walliams,Peter Baynham,Edgar Wright","Horreur,Comédie",
2022-06-18,tt0425112,Hot Fuzz,Hot Fuzz,Cinéma Club de l'Étoile,Paris,,X,*****,,Marathon trilogie Cornetto,2007,121,Royaume-Uni,Edgar Wright,"Simon Pegg,Nick Frost,Jim Broadbent,Paddy Considine,Rafe Spall,Kevin Eldon,Olivia Colman,Bill Bailey,Karl Johnson,Timothy Dalton,Edward Woodward,Billie Whitelaw,Eric Mason,Stuart Wilson,Paul Freeman,Rory McCann,Kenneth Cranham,Maria Charles,Peter Wight,Julia Deakin,Trevor Nichols,Elizabeth Elvin,Patricia Franklin,Lorraine Hilton,Tim Barlow,Anne Reid,Ben McKay,Adam Buxton,David Threlfall,Lucy Punch,David Bradley,Ron Cook,Stephen Merchant,Alice Lowe,Martin Freeman,Steve Coogan,Bill Nighy,Peter Jackson,Cate Blanchett,Garth Jennings,Edgar Wright,Robert Popper,Joe Cornish,Chris Waitt,Colin Michael Carmichael,Graham Low","Crime,Action,Comédie",
2022-06-18,tt1213663,Le Dernier Pub avant la fin du monde,The World's End,Cinéma Club de l'Étoile,Paris,Thibault,X,*****,,Marathon trilogie Cornetto,2013,109,Royaume-Uni,Edgar Wright,"Simon Pegg,Nick Frost,Paddy Considine,Eddie Marsan,Martin Freeman,Rosamund Pike,Pierce Brosnan,David Bradley,Darren Boyd,Michael Smiley,Nicholas Burns,Mark Heap,Steve Oram,Reece Shearsmith,Bill Nighy,Thomas Law,Zachary Bailess,Jasper Levine,James Tarpey,Luke Bromley,Sophie Evans,Samantha White,Rose Reynolds,Richard Hadfield,Flora Slorach,Francesca Reidie,Charlotte Reidie,Alex Austin,Jonathan Aris,Jenny Bede,Angie Wallis,Paul Bentall,Richard Graham,Alice Lowe,Rafe Spall,Leo Thompson,Julia Deakin,Greg Townley,Sebastian Zaniesienko,Luke Scott,Tyler Dobbs,Samuel Mak,Teddy Kempner,Mark Kempner,Nick Holder,Paul Kennington,Mike Sarne,Kelly Franklin,Stacey Franklin,James Granstrom,Gabe Cronnelly,Patricia Franklin,Mark Donovan,Ricky Champ,Ken Bones,Edgar Wright,Peter Serafinowicz","Comédie,Action,Science-Fiction",
2022-06-21,tt10940736,Petite fleur,Petite fleur,Cinéma Gaumont Convention,Paris,,,***,,,2022,98,Argentine,Santiago Mitre,"Daniel Hendler,Vimala Pons,Melvil Poupaud,Sergi López,Françoise Lebrun,Éric Caravaca,Hervé Vilard",Comédie,
2022-06-22,tt0101272,La Famille Addams,The Addams Family,Piratage,Paris,,,***,,,1991,99,États-Unis,Barry Sonnenfeld,"Raul Julia,Anjelica Huston,Christopher Lloyd,Christina Ricci,Carel Struycken,Dan Hedaya,Jimmy Workman,Elizabeth Wilson,Dana Ivey,Judith Malina,Paul Benedict,Christopher Hart,John Franklin,Tony Azito,Mercedes McNab,Douglas Brian Martin,Steven M. Martin,Maureen Sue Levin,Darlene Levin,Allegra Kent,Richard Korthaze,Ryan Holihan,Kate McGregor-Stewart,Lela Ivey,Whit Hertford,Patty Maloney,Victoria Hall,Jimmy Ross,Ryan Anderson,Daniel Pikus,Michael Hittesdorf,Valerie C. Walker,Joe Zimmerman,Steve Welles,Eugene Jackson,Richard Tanner,Marc Shaiman,Jonathan Wee,Owen Morse,Sally Jessy Raphael,Benny Wills,Lauren Walker","Comédie,Fantastique",
2022-06-23,tt7144666,Black Phone,The Black Phone,Cinéma Gaumont Parnasse,Paris,Julien,,***,,,2022,103,États-Unis,Scott Derrickson,"Ethan Hawke,Mason Thames,Madeleine McGraw,Jeremy Davies,James Ransone,Michael Banks Repeta,Kellan Rhude,J. Gaven Wilde,E. Roger Mitchell,Gina Jun,Ryan Cronan,Braxton Alexander,Andrew Farmer,T. Maxwell Martin,Brady Ryan,Jacob Moran,Jordan Isaiah White,Spencer Fitzgerald,Kristina Arjona,Tristan Pravong,Ron Blake,Robert Fortunato,Chris TC Edge,Mark Riccardi,Brady Hepner,Troy Rudeseal,Megan Petersen,Bay Allebach,Mike Bailey,Christine Connelly,Matthew Simmons,Miguel Cazarez Mora","Horreur,Thriller,Fantastique",
2022-06-27,tt1745960,Top Gun : Maverick,Top Gun: Maverick,Cinéma Gaumont Parnasse,Paris,,,***,,,2022,130,États-Unis,Joseph Kosinski,"Tom Cruise,Miles Teller,Jennifer Connelly,Jon Hamm,Glen Powell,Ed Harris,Val Kilmer,Lewis Pullman,Charles Parnell,Bashir Salahuddin,Monica Barbaro,Jay Ellis,Danny Ramirez,Jack Schumacher,Manny Jacinto,Kara Wang,Greg Tarzan Davis,Jake Picking,Raymond Lee,Jean Louisa Kelly,Lyliana Wray,Chelsea Harris,Darnell Kirkwood,Austin Bowerman,Stephanie Andrea Barron,Alec Williams,Rachel Winfree,Peter Mark Kendall,Ian Gary,Bob Stephenson,Landon Gordon,Margaret Strabala,Ryan Heilmann,Shantel Limbo,James Handy,Whylip Lee,Tristan Henry,Jason Robert Boles,Brian Ferguson,Chido Nwokocha,Chaz Ingram,Rachael Markarian,Shannon Kane,Norman Ralph Eliasen,Anthony Edwards,Meg Ryan","Action,Drame",
2022-06-28,tt13841850,Men,Men,Cinéma Pathé Wepler,Paris,,,****,,,2022,100,Royaume-Uni,Alex Garland,"Jessie Buckley,Rory Kinnear,Paapa Essiedu,Gayle Rankin,Sarah Twomey,Zak Rothera-Oxley,Sonoya Mizuno","Horreur,Drame",
2022-06-28,tt6710474,Everything Everywhere All at Once,Everything Everywhere All at Once,Cinéma Gaumont Champs-Élysées,Paris,Théo,,*****,,Avant-première,2022,139,États-Unis,"Daniel Scheinert,Daniel Kwan","Michelle Yeoh,Ke Huy Quan,Stephanie Hsu,James Hong,Jamie Lee Curtis,Tallie Medel,Jenny Slate,Harry Shum Jr.,Biff Wiff,Anthony Molinari,Peter Banifaz,Audrey Wasilewski,Andy Le,Brian Le,Daniel Scheinert,Sunita Mani,Aaron Lazar,Li Jing,Panuvat Anthony Nanakornpanom,Dylan Henry Lau,Michiko Nishiwaki,Cara Marie Chooljian,Randall Archer,Efka Kvaraciejus,Neravana Cabral,Chelsey Goldsmith,Craig Henningsen,Jason Hamer,Timothy Ralston,Hiroshi Yada,Jane Lui,Timothy Eulich,Boon Pin Koh,Randy Newman,Benjamin Brewer,Ethan Feldbau,Evan Halleck,Jeff Desom,Matthew Wauhkonen","Action,Aventure,Science-Fiction",
2022-06-30,tt0344854,Arthur et les Minimoys,Arthur et les Minimoys,Piratage,Paris,,X,**,,,2006,94,France,Luc Besson,"Freddie Highmore,Madonna,Mia Farrow,Jimmy Fallon,David Bowie,Doug Rand,Penny Balfour,Ron Crawford,David Suchet,Jason Bateman,Adam LeFevre,Robert De Niro,Snoop Dogg,Jean Bejote Njamba,Lee Delong,Saul Jephcott,Christian Erickson,Eric Balliet,Oxmo Puccino,Robert William Bradford,Jerry Di Giacomo,Bienvenue Kindoki,Valéry Koko Kingue,Aba Koïta,Vincent Mendy,Mathar Licka Gueye,Tonio Descanvelle,Emilio Estevez,Harvey Keitel,Rob Corddry,Nate Corddry,Erik Per Sullivan,Chazz Palminteri,Anthony Anderson","Aventure,Fantastique,Animation,Familial",
2022-07-01,tt0940657,Arthur et la vengeance de Maltazard,Arthur et la vengeance de Maltazard,Piratage,Paris,,,**,,,2009,93,France,Luc Besson,"Freddie Highmore,Mia Farrow,Logan Miller,Robert Stanton,Penny Balfour,Ron Crawford,Jean Bejote Njamba,Lou Reed,Selena Gomez,Jimmy Fallon,Snoop Dogg,Fergie,Will.i.am","Aventure,Fantastique,Animation,Familial",
2022-07-02,tt0940656,Arthur 3 : La guerre des deux mondes,Arthur 3: la guerre des deux mondes,Piratage,Paris,,,**,,,2010,103,France,Luc Besson,"Freddie Highmore,Mia Farrow,Robert Stanton,Penny Balfour,David Gasman,Antony Hickling,Dashiell Eaves,Joseph Rezwin,Cooper Daniels,Ron Crawford,Stuart Rudin,Steve Routman,Peter Hudson,Lou Reed,Selena Gomez,Iggy Pop,Mike Powers","Animation,Aventure,Fantastique,Familial",
2022-07-09,tt19783626,"Arthur, Malédiction","Arthur, Malédiction",Cinéma Pathé Alésia,Paris,Julien,,*,,,2022,87,France,Barthélémy Grossmann,"Mathieu Berger,Thalia Besson,Yann Mendy,Jade Pedri,Marceau Ebersolt,Vadim Agid,Lola Andreoni,Mikaël Halimi,Ludovic Berthillot,Nacim Beliouz,Sanny Tahraoui,William Gay,Didier Manuel,Nabi Toure,Adboulaye Dembele,Mahamadou Coulibaly,Ethan Houblon,M'Bar N'Diaye,Moussa Thaore,Maxime Elias-Menet,Jennaïa,Kaylan Mendy,Clemence Pirone,Martin Laurent,William Sablot,Inès Sanchez-Chafi,Keny Valigiani Falentin,Paloma Coquant","Horreur,Fantastique",
2022-07-10,tt9783600,Spiderhead,Spiderhead,Netflix,Paris,,,**,,,2022,107,États-Unis,Joseph Kosinski,"Miles Teller,Chris Hemsworth,Jurnee Smollett,Mark Paguio,Tess Haubrich,BeBe Bettencourt,Nathan Jones,Angie Miliken,Ron Smyck,Joey Vieira,Sam Delich,Daniel Reader,Stephen Tongun","Science-Fiction,Thriller",
2022-07-10,tt12477480,Decision to Leave,헤어질 결심,Cinéma Gaumont Parnasse,Paris,"Théo,Julien",,****,,,2022,139,Corée du Sud,Park Chan-wook,"Park Hae-il,Tang Wei,Lee Jung-hyun,Park Yong-woo,Go Kyung-pyo,Kim Shin-young,Yoo Seung-mok,Jung Yi-seo,Jung Young-sook,Lee Hak-joo,Park Jeong-min,Jeong Ha-dam,Seo Hyun-woo,Yoo Teo,Jeong So-ri,Shin An-jin,Kim Do-yeon,Go Min-si,Cha Seo-won,Joo In-young,Choi Sun-ja,Jin Yong-uk,Choi Dae-hoon,Kim Mi-hwa,Kwak Eun-jin,Ahn Seong-bong,Lee Yong-nyeo,Kim Gook-jin,Kim Sang-hyun","Mystère,Thriller,Crime,Drame,Romance",
